personalid,ESNights,ES,TransitionalHousing,PH,StreetOutReach,ServicesOnly,Other,SafeHaven,PH-NoDis,HomelessPrev,PHRapid,CoordinatedAsses,Usage Cluster
935036,74.0,1.0,,,1.0,1.0,,,,,1.0,1.0,Low Use
935037,74.0,1.0,,,1.0,1.0,,,,,1.0,1.0,Low Use
935045,4.0,4.0,,,,,1.0,,,,,1.0,Very Low Use
935052,,,,,,,2.0,,,,,1.0,Very Low Use
935058,29.0,29.0,,,3.0,1.0,1.0,,,,,1.0,Low Use
935063,16.0,16.0,,,,,1.0,,,,,,Low Use
935078,42.0,1.0,1.0,,,,,,,,,1.0,Low Use
935079,42.0,1.0,1.0,,,,,,,,,1.0,Low Use
935080,42.0,1.0,1.0,,,,,,,,,1.0,Low Use
935081,42.0,1.0,1.0,,,,,,,,,1.0,Low Use
935088,,,,,,,,,,,,1.0,Very Low Use
935090,,,,,,,,,,,,1.0,Very Low Use
935092,126.0,3.0,,,,,6.0,,,,1.0,2.0,Medium Use
935099,1.0,1.0,,,,,,,,,,,Very Low Use
935116,,,,,,,1.0,,,,,,Very Low Use
935119,,,,,,1.0,,,,,,1.0,Very Low Use
935151,65.0,1.0,,,,,,,,,,,Low Use
935175,,,,1.0,,,,,,,,,Very Low Use
935209,103.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Medium Use
935210,103.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
935211,103.0,1.0,,,1.0,,1.0,,,,1.0,1.0,Medium Use
935241,,,,,,,,,,,,1.0,Very Low Use
935249,,,,,1.0,,,,,,,,Very Low Use
935264,53.0,1.0,,,,,,,,,,2.0,Low Use
935265,,,,,,,,,,,,1.0,Very Low Use
935285,,,,,,3.0,,,,,,,Very Low Use
935286,179.0,2.0,,,,1.0,,,,,,,High Use
935298,32.0,8.0,,,,,,,,,,1.0,Low Use
935300,,,,,,,,,,,,1.0,Very Low Use
935320,,,,,,,,,,,,1.0,Very Low Use
935326,,,,,,,1.0,,,,,,Very Low Use
935334,,,,,1.0,1.0,,,,,,,Very Low Use
935348,80.0,2.0,,,,,,,,,,1.0,Low Use
935358,134.0,7.0,,,,1.0,1.0,,,,,1.0,Medium Use
935359,248.0,156.0,,,,,,,,,,,Very High Use
935366,,,,,,,1.0,,,,,,Very Low Use
935378,7.0,7.0,,,,,,,,,2.0,2.0,Very Low Use
935380,25.0,1.0,1.0,,1.0,,,,,,1.0,2.0,Low Use
935381,25.0,1.0,1.0,,1.0,,,,,,1.0,2.0,Low Use
935399,15.0,2.0,,,1.0,,,,,,,4.0,Very Low Use
935404,,,,,,,1.0,,,,,,Very Low Use
935415,35.0,35.0,,,,,,,,,,,Low Use
935420,4.0,4.0,,,,,,,,,,1.0,Very Low Use
935422,,,1.0,,,,,,,,,,Very Low Use
935425,5.0,1.0,,,,,1.0,,,,,3.0,Very Low Use
935433,73.0,2.0,,,,,,,,,,,Low Use
935444,,,,,1.0,,1.0,,,,,1.0,Very Low Use
935446,,,,,1.0,,,,,,,1.0,Very Low Use
935448,,,,,,,,,,,,1.0,Very Low Use
935461,,,,,,,2.0,,,,,1.0,Very Low Use
935479,,,,1.0,,1.0,,,,,,2.0,Very Low Use
935492,,,,,1.0,,,,,,,1.0,Very Low Use
935498,128.0,1.0,,,,,,,,,1.0,1.0,Medium Use
935499,128.0,1.0,,,,,,,,,1.0,1.0,Medium Use
935514,,,,,1.0,,,,,,,1.0,Very Low Use
935565,,,,,,,,,,,,1.0,Very Low Use
935568,127.0,1.0,,,,,,,,,,,Medium Use
935575,,,,,,,,,,,,2.0,Very Low Use
935577,11.0,11.0,,,,2.0,,,,,,,Very Low Use
935588,73.0,9.0,,,,1.0,,,,,,,Low Use
935589,57.0,5.0,,,,1.0,,,,,,,Low Use
935592,,,1.0,,,1.0,,,,,,,Very Low Use
935610,108.0,106.0,,,1.0,1.0,,,,,1.0,1.0,High Use
935619,,,,,3.0,,1.0,,,,,,Very Low Use
935626,37.0,37.0,,,,,,,,,,2.0,Low Use
935629,54.0,1.0,,,,,,,,,1.0,,Low Use
935634,46.0,15.0,,,,,,,,,1.0,1.0,Low Use
935638,,,,,,,,,,,,1.0,Very Low Use
935645,3.0,3.0,,,1.0,,2.0,,,,,1.0,Very Low Use
935649,14.0,2.0,,,,,,,,,,,Very Low Use
935665,152.0,1.0,,,,,2.0,,,,1.0,1.0,Medium Use
935670,,,,,,,2.0,,,,,2.0,Very Low Use
935671,152.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
935672,152.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
935673,152.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
935674,152.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
935675,152.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
935677,27.0,19.0,,,,,,,,,,,Low Use
935679,,,,1.0,1.0,,1.0,,,,,,Very Low Use
935689,96.0,1.0,,,1.0,,1.0,,,,1.0,,Medium Use
935690,96.0,1.0,,,1.0,,,,,,1.0,,Medium Use
935691,96.0,1.0,,,1.0,,,,,,1.0,,Medium Use
935692,,,,1.0,1.0,,1.0,,,,,1.0,Very Low Use
935697,,,1.0,,,,,,,,,,Very Low Use
935698,,,1.0,,,,,,,,,,Very Low Use
935726,,,,,,,,,,,1.0,,Very Low Use
935727,,,,,,,,,,,1.0,,Very Low Use
935728,,,,,,,,,,,1.0,,Very Low Use
935729,,,,,,,,,,,1.0,,Very Low Use
935738,1.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
935762,,,1.0,,,,,,,,1.0,1.0,Very Low Use
935778,7.0,7.0,,,,,,,,,,,Very Low Use
935779,31.0,1.0,,,,,,,,,,,Low Use
935793,,,,,,,,,,,,1.0,Very Low Use
935794,,,,,,,1.0,,,,,1.0,Very Low Use
935795,,,,,,,,,,,,1.0,Very Low Use
935796,,,,,,,,,,,,1.0,Very Low Use
935802,,,,,,,,,,,1.0,1.0,Very Low Use
935813,30.0,22.0,,,,,,,,,,,Low Use
935815,,,,,,,1.0,,,,,,Very Low Use
935827,43.0,2.0,,,,,,,,,,1.0,Low Use
935830,,,,,,,,,,,,1.0,Very Low Use
935834,4.0,1.0,,1.0,2.0,,1.0,,,,,2.0,Very Low Use
935848,,,1.0,,1.0,,,,,,1.0,1.0,Very Low Use
935850,,,1.0,,1.0,,,,,,1.0,1.0,Very Low Use
935851,,,1.0,,1.0,,,,,,1.0,1.0,Very Low Use
935852,,,1.0,,1.0,,,,,,1.0,1.0,Very Low Use
935854,1.0,1.0,,,,,,,,,1.0,1.0,Very Low Use
935856,36.0,12.0,2.0,,,,,,,,,1.0,Low Use
935874,48.0,2.0,,,,1.0,,,,1.0,,1.0,Low Use
935876,8.0,2.0,,,,,2.0,,,,,1.0,Very Low Use
935902,1.0,1.0,,,,,,,,,,,Very Low Use
935907,6.0,6.0,,,,,,,,,,,Very Low Use
935918,11.0,10.0,,,,,,,,,,1.0,Very Low Use
935923,,,1.0,,,,,,,,,,Very Low Use
935938,2.0,2.0,,,,,,,,,,,Very Low Use
935946,,,,,,,,,,,,1.0,Very Low Use
935974,129.0,9.0,,,,1.0,1.0,,,,,2.0,Medium Use
935986,,,,,1.0,,,,,,,,Very Low Use
935991,68.0,1.0,,,,,,,,,,1.0,Low Use
935992,68.0,1.0,,,,,,,,,,1.0,Low Use
935993,68.0,1.0,,,,,,,,,,1.0,Low Use
935994,68.0,1.0,,,,,,,,,,1.0,Low Use
935996,222.0,220.0,,,,1.0,,,,,,1.0,Very High Use
936015,,,,,,1.0,,,,,,,Very Low Use
936022,,,,,,,,,,,,1.0,Very Low Use
936023,117.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
936052,,,,,1.0,,,,,,,,Very Low Use
936060,51.0,7.0,,,,,2.0,,,,,2.0,Low Use
936083,13.0,13.0,,,,,,,,,,1.0,Very Low Use
936088,8.0,8.0,,,,,,,,,,1.0,Very Low Use
936093,,,,,,,,,,,,2.0,Very Low Use
936101,57.0,1.0,,,1.0,,,,,,,,Low Use
936103,,,,,,,1.0,,,,,,Very Low Use
936139,,,,,1.0,,,,,,,1.0,Very Low Use
936145,,,,,1.0,,,,,,,,Very Low Use
936171,,,,,,,1.0,,,,,,Very Low Use
936190,,,,,,,,,,,1.0,1.0,Very Low Use
936212,,,,,,,,,,,,1.0,Very Low Use
936217,,,,,,,1.0,,,,,,Very Low Use
936220,57.0,2.0,,,,,,,,,,1.0,Low Use
936230,9.0,9.0,,,,,,,,,,,Very Low Use
936243,,,,,,,1.0,,,,,,Very Low Use
936249,5.0,1.0,,,1.0,,1.0,,,,,3.0,Very Low Use
936255,,,,,1.0,,,,,,,,Very Low Use
936268,294.0,4.0,,,,2.0,1.0,,,,1.0,2.0,High Use
936285,20.0,2.0,,,,,,,,,,1.0,Very Low Use
936327,,,,,,,,,,,,1.0,Very Low Use
936363,,,,,,,1.0,,,,,,Very Low Use
936364,174.0,174.0,,,,1.0,1.0,,,,,1.0,Very High Use
936365,180.0,179.0,,,,1.0,1.0,,,,,,Very High Use
936371,,,,,,1.0,,,,1.0,1.0,,Very Low Use
936375,,,,,1.0,,,,,,,,Very Low Use
936418,,,,,1.0,,,,,,,,Very Low Use
936458,,,,,,,1.0,,,,,,Very Low Use
936460,,,,,,,,,,,,1.0,Very Low Use
936478,,,1.0,,3.0,1.0,1.0,,,,,1.0,Very Low Use
936484,,,,,3.0,,,,,,,1.0,Very Low Use
936489,,,,,,,,,1.0,,,,Very Low Use
936493,,,,,,,,,,,,1.0,Very Low Use
936495,,,,,,,1.0,,,,,,Very Low Use
936516,,,,,3.0,1.0,1.0,,,,,,Very Low Use
936532,,,,,,,1.0,,,,,,Very Low Use
936576,,,,,,,,,,,,1.0,Very Low Use
936584,,,,,,,,,,,,1.0,Very Low Use
936587,,,,,,,,,,,,1.0,Very Low Use
936588,5.0,2.0,,,,,1.0,,,,,1.0,Very Low Use
936590,2.0,1.0,,,,,,,,,,1.0,Very Low Use
936595,,,,,,,,,,,,1.0,Very Low Use
936609,,,,2.0,,1.0,,,,,,1.0,Very Low Use
936638,,,,,,,1.0,,,,,,Very Low Use
936646,,,,1.0,,,,,,,,,Very Low Use
936648,28.0,12.0,,,,,,,,,,,Low Use
936650,36.0,1.0,,,,,1.0,,,,,1.0,Low Use
936669,,,,,,1.0,,,,,,1.0,Very Low Use
936695,,,,,2.0,,1.0,,,,,1.0,Very Low Use
936697,93.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
936710,93.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
936711,93.0,1.0,,,,,1.0,,,,1.0,1.0,Medium Use
936716,2.0,1.0,,,,,,,,,,1.0,Very Low Use
936720,,,,,,,,,,,,1.0,Very Low Use
936721,106.0,105.0,,,,,,,,,,,High Use
936729,,,,,,,1.0,,,,,,Very Low Use
936736,,,,,,,,,,,,1.0,Very Low Use
936746,,,,1.0,,,,,,,,,Very Low Use
936750,,,,1.0,,,,,,,,,Very Low Use
936754,1.0,1.0,,,1.0,,1.0,,,,,1.0,Very Low Use
936765,,,,,,1.0,,,,,,,Very Low Use
936812,,,,,,,1.0,,,,,,Very Low Use
936824,,,,,,1.0,,,,,,,Very Low Use
936833,,,,,,,,,,,,1.0,Very Low Use
936843,6.0,1.0,,,,,,,,,,1.0,Very Low Use
936859,14.0,1.0,,,,,,,,,1.0,2.0,Very Low Use
936871,,,,,,,,,,1.0,,1.0,Very Low Use
936879,,,,,,,2.0,,,,,,Very Low Use
936891,,,,,,,,,,,,1.0,Very Low Use
936933,29.0,2.0,,,,,,,,,1.0,2.0,Low Use
936934,,,,,,,1.0,,,,,2.0,Very Low Use
936935,,,,,,,,,,,,2.0,Very Low Use
936936,,,,,,,,,,,,2.0,Very Low Use
936937,,,,,,,,,,,,2.0,Very Low Use
936953,,,,,,,,,,,,1.0,Very Low Use
936973,,,,,,,,,,,,1.0,Very Low Use
936981,,,,,1.0,,,,,,,2.0,Very Low Use
936982,,,,1.0,1.0,,,,,,,2.0,Very Low Use
936987,,,,1.0,,,,,,,,,Very Low Use
936988,,,,1.0,,,,,,,,,Very Low Use
936989,,,,1.0,,,,,,,,,Very Low Use
937044,,,,,1.0,,2.0,,,,,2.0,Very Low Use
937045,,,,,1.0,,2.0,,,,,2.0,Very Low Use
937046,,,,,,,1.0,,,,,2.0,Very Low Use
937049,,,,,2.0,,1.0,,,,,,Very Low Use
937051,3.0,3.0,,,1.0,2.0,1.0,,,,,1.0,Very Low Use
937058,13.0,1.0,,,,,1.0,,,,,1.0,Very Low Use
937059,47.0,1.0,,,,,,,,,1.0,1.0,Low Use
937067,,,,,1.0,,,,,,,,Very Low Use
937096,4.0,4.0,,,,,1.0,,,,,,Very Low Use
937097,201.0,192.0,,,,,,,,,,1.0,Very High Use
937110,7.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
937123,,,,1.0,,,,,,,,,Very Low Use
937130,,,,,1.0,,,,,,,,Very Low Use
937136,117.0,1.0,,,,,,,,,,1.0,Medium Use
937138,,,,1.0,,,,,,,,,Very Low Use
937149,,,,,,,,,,,1.0,,Very Low Use
937177,,,,,,,,,,,1.0,,Very Low Use
937186,3.0,2.0,,,,,1.0,,,,,,Very Low Use
937188,,,,,,,,,,,,1.0,Very Low Use
937189,,,,,,,,,,,,1.0,Very Low Use
937237,,,,,,,,,,,,2.0,Very Low Use
937238,,,,,,,,,,,,2.0,Very Low Use
937239,,,,,,,,,,,,2.0,Very Low Use
937275,,,1.0,,,,,,,,,,Very Low Use
937285,6.0,2.0,,,1.0,,2.0,,,,,,Very Low Use
937291,1.0,1.0,,,,,,,,,,1.0,Very Low Use
937350,1.0,1.0,,,,,,,,,,1.0,Very Low Use
937370,163.0,3.0,,,,,1.0,,,,,1.0,High Use
937376,,,,,,,1.0,,,,,,Very Low Use
937382,,,,,,,1.0,,,,,,Very Low Use
937383,2.0,2.0,,,,,,,,,,,Very Low Use
937425,,,,,,,1.0,,,,,1.0,Very Low Use
937433,1.0,1.0,,,,,,,,,,,Very Low Use
937436,3.0,3.0,,,,,,,,,,2.0,Very Low Use
937438,17.0,17.0,,,,,2.0,,,,,,Low Use
937442,16.0,1.0,,,,,,,,,,,Very Low Use
937443,,,,,,1.0,,,,,,1.0,Very Low Use
937474,,,,,,,,,,,,1.0,Very Low Use
937484,,,,,1.0,,,,,,,,Very Low Use
937490,60.0,1.0,,,,,1.0,,,,,1.0,Low Use
937493,42.0,42.0,,1.0,,,,,,,,1.0,Medium Use
937521,7.0,1.0,,,,,,,,,,,Very Low Use
937543,107.0,2.0,,,,,1.0,,,,,1.0,Medium Use
937561,,,,,1.0,,1.0,,,,1.0,1.0,Very Low Use
937652,,,1.0,,,,,,,,,,Very Low Use
937654,,,,,1.0,,,,,,,,Very Low Use
937655,21.0,19.0,,,2.0,1.0,1.0,,,,,2.0,Low Use
937658,56.0,2.0,,,,1.0,1.0,,,,,,Low Use
937663,75.0,2.0,,,,,,,,,,1.0,Low Use
937667,,,,,,,3.0,,,,,1.0,Very Low Use
937680,,,,,,,,,,,1.0,1.0,Very Low Use
937681,56.0,1.0,,,1.0,,,,,,1.0,3.0,Low Use
937682,56.0,1.0,,,1.0,,,,,,1.0,3.0,Low Use
937697,15.0,1.0,,,,,,,,,,1.0,Very Low Use
937700,45.0,11.0,,,,,1.0,,,,,2.0,Low Use
937701,40.0,12.0,,,,1.0,,,,,,,Low Use
937719,,,,,,,,,,,,1.0,Very Low Use
937720,,,,1.0,,,,,,,,,Very Low Use
937723,61.0,10.0,,1.0,,,,,,,,2.0,Low Use
937726,,,,1.0,,,,,,,,,Very Low Use
937728,,,,,,,,,,,,1.0,Very Low Use
937736,1.0,1.0,,,,,,,,,,,Very Low Use
937737,,,,,,1.0,,,,,,3.0,Very Low Use
937738,,,,,2.0,,,,,,,,Very Low Use
937739,78.0,1.0,,,,,1.0,,,,,1.0,Low Use
937753,,,,,1.0,,,,,,,,Very Low Use
937762,4.0,4.0,,,,,,,,,,,Very Low Use
937768,164.0,3.0,,,1.0,1.0,,,,,1.0,,High Use
937769,,,,,,,1.0,,,,,,Very Low Use
937770,,,,,,,1.0,,,,,1.0,Very Low Use
937775,,,,1.0,,,,,,,,,Very Low Use
937776,,,,1.0,,,,,,,,,Very Low Use
937797,57.0,1.0,,,1.0,,,,,,,1.0,Low Use
937805,,,,,,,,,,,,1.0,Very Low Use
937818,,,,,1.0,,,,,,,2.0,Very Low Use
937819,,,,,1.0,,,,,,,,Very Low Use
937828,,,,,,,,,,1.0,,,Very Low Use
937840,64.0,1.0,,,,1.0,,,,,,1.0,Low Use
937841,64.0,1.0,,,,1.0,,,,,,1.0,Low Use
937854,,,,,,1.0,,,,,,,Very Low Use
937865,,,,,1.0,,,,,,,1.0,Very Low Use
937868,,,1.0,,1.0,,,,,,,,Very Low Use
937872,92.0,1.0,,,,,,,,,,1.0,Medium Use
937947,4.0,1.0,,,,,,,,,,,Very Low Use
937957,,,,,,,,,,,1.0,,Very Low Use
937964,,,,,1.0,,,,,,,,Very Low Use
937988,,,,,2.0,,,,,,,,Very Low Use
937998,,,,,,,,,,,,1.0,Very Low Use
938000,85.0,1.0,,,,,,,,,1.0,,Medium Use
938001,85.0,1.0,,,,,,,,,2.0,,Medium Use
938057,,,,,,,,,,,,1.0,Very Low Use
938066,,,,,,1.0,,,,,,,Very Low Use
938097,,,,,,,,,,,,1.0,Very Low Use
938187,,,,,1.0,,,,,,,,Very Low Use
938231,,,,,,1.0,,,,,,,Very Low Use
938271,78.0,2.0,,,1.0,1.0,,,,,,,Low Use
938280,,,1.0,,,,1.0,,,,,,Very Low Use
938286,12.0,3.0,1.0,,1.0,,,1.0,,,,2.0,Very Low Use
938292,,,,1.0,,,,,,,,,Very Low Use
938313,,,,,,,,,,1.0,,1.0,Very Low Use
938329,,,,,,,2.0,,,,,,Very Low Use
938385,,,,,,,,,,,1.0,,Very Low Use
938402,12.0,6.0,,,,,,,,,,1.0,Very Low Use
938409,,,,,2.0,,,,,,,1.0,Very Low Use
938422,,,,,1.0,,,,,,,,Very Low Use
938444,133.0,1.0,,,,,2.0,,,,,1.0,Medium Use
938445,,,,,,,1.0,,,,,,Very Low Use
938447,,,,,,,1.0,,,,,,Very Low Use
938449,,,,,1.0,,,,,,,,Very Low Use
938462,142.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
938465,142.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
938466,142.0,1.0,,,,,1.0,,,,1.0,2.0,Medium Use
938472,7.0,7.0,,,,,,,,,,,Very Low Use
938475,79.0,2.0,,,1.0,,,,,,,2.0,Low Use
938476,79.0,2.0,,,1.0,,,,,,,2.0,Low Use
938477,79.0,2.0,,,1.0,,,,,,,2.0,Low Use
938500,,,,,1.0,,,,,,,,Very Low Use
938503,,,,,,,1.0,,,,,,Very Low Use
938515,7.0,2.0,,,,,,,,,,1.0,Very Low Use
938534,206.0,1.0,,,2.0,,3.0,,,,1.0,3.0,High Use
938535,,,,,,,,,,,,2.0,Very Low Use
938536,206.0,1.0,,,2.0,,,,,,1.0,2.0,High Use
938537,206.0,1.0,,,2.0,,1.0,,,,1.0,3.0,High Use
938538,206.0,1.0,,,2.0,,,,,,1.0,3.0,High Use
938539,206.0,1.0,,,2.0,,,,,,1.0,3.0,High Use
938540,206.0,1.0,,,2.0,,,,,,1.0,3.0,High Use
938552,,,,,,,1.0,,,,,1.0,Very Low Use
938564,,,,,,,,,,,,1.0,Very Low Use
938597,,,,,1.0,,,,,,,,Very Low Use
938603,,,,,4.0,,1.0,,,,,2.0,Very Low Use
938610,,,,,,1.0,,,,,,,Very Low Use
938616,35.0,1.0,,,1.0,,,,,,1.0,1.0,Low Use
938626,18.0,17.0,,,,,1.0,,,,,,Low Use
938627,,,,,1.0,,,,,,,,Very Low Use
938635,8.0,1.0,,,1.0,,,,,,,,Very Low Use
938639,8.0,1.0,,,,,,,,,,,Very Low Use
938641,,,,,,1.0,,,,,,,Very Low Use
938661,,,1.0,,,,,,,,,1.0,Very Low Use
938667,,,,,1.0,,,,,,,1.0,Very Low Use
938671,26.0,1.0,,,,,,,,,,,Very Low Use
938674,33.0,10.0,,,,,1.0,,,,,1.0,Low Use
938689,,,,,,,,,,,1.0,,Very Low Use
938719,,,,1.0,,,,,,,,,Very Low Use
938746,,,,,,,1.0,,,,,,Very Low Use
938779,,,,,1.0,,,,,,,,Very Low Use
938809,,,,,,,,,,,,1.0,Very Low Use
938826,,,,,,,,,,,,1.0,Very Low Use
938864,1.0,1.0,,,,1.0,,,,,,,Very Low Use
938914,,,,,1.0,,,,,,,,Very Low Use
938919,,,,,1.0,,,,,,,,Very Low Use
938921,,,,1.0,,,,,,,,1.0,Very Low Use
938934,,,,,,,,,,,,1.0,Very Low Use
938972,209.0,61.0,,,,1.0,1.0,,,,,2.0,High Use
938976,13.0,2.0,,,,1.0,,,,,,1.0,Very Low Use
939017,32.0,3.0,,,,1.0,1.0,,,,,2.0,Low Use
939026,,,,1.0,,,,,,,,1.0,Very Low Use
939041,,,,,,,2.0,,,,,,Very Low Use
939049,,,,,,,1.0,,,,,1.0,Very Low Use
939082,1.0,1.0,,,1.0,,,,,,,,Very Low Use
939084,,,,,,1.0,,,,,,,Very Low Use
939085,,,,,,1.0,,,,,,,Very Low Use
939086,,,1.0,,,1.0,,,,,,,Very Low Use
939089,,,1.0,,,,,,,,,1.0,Very Low Use
939110,139.0,1.0,,,,,,,,,1.0,1.0,Medium Use
939121,,,,1.0,,1.0,,,,,,1.0,Very Low Use
939122,,,,,,,1.0,,,,,,Very Low Use
939160,,,,,,,1.0,,,,,1.0,Very Low Use
939183,,,,,,,,,,,,1.0,Very Low Use
939186,,,,,,,,,,1.0,,1.0,Very Low Use
939188,4.0,1.0,,,,,,,,,,1.0,Very Low Use
939198,1.0,1.0,2.0,,1.0,,,,,,1.0,2.0,Very Low Use
939207,,,,,,,1.0,,1.0,,,,Very Low Use
939215,,,,,1.0,,,,,,,2.0,Very Low Use
939218,11.0,1.0,,,,,,,,,,,Very Low Use
939219,,,,,,,,,1.0,,,,Very Low Use
939220,,,,,,,1.0,,1.0,,,,Very Low Use
939231,,,,,,,,,,1.0,,,Very Low Use
939278,,,,,,,,,,,,2.0,Very Low Use
939279,,,,,,1.0,,,,,,1.0,Very Low Use
939289,108.0,1.0,,,,,,,,,,,Medium Use
939307,59.0,1.0,,,,,,,,,,,Low Use
939339,,,,,,,1.0,,,,,,Very Low Use
939352,,,,,,,1.0,,,,,,Very Low Use
939368,2.0,2.0,,,1.0,,2.0,,,,,1.0,Very Low Use
939393,65.0,2.0,,,,,,,,,,2.0,Low Use
939406,,,,,1.0,,,,,,,,Very Low Use
939421,,,,1.0,,,,,,,,,Very Low Use
939422,,,,1.0,,,,,,,,,Very Low Use
939424,,,,1.0,,,,,,,,,Very Low Use
939425,,,,1.0,,,,,,,,,Very Low Use
939482,3.0,2.0,,,,,,,,,,,Very Low Use
939502,,,,,,,,,,,,1.0,Very Low Use
939529,,,,,,,2.0,,,,,,Very Low Use
939539,,,,,,,1.0,,,,,,Very Low Use
939564,,,,,,,1.0,,,,,,Very Low Use
939566,25.0,1.0,,,,,,,,,,,Very Low Use
939600,7.0,1.0,,,,,,,,,,1.0,Very Low Use
939641,,,1.0,,,,,,,,,,Very Low Use
939642,36.0,1.0,,,1.0,,,,,,,1.0,Low Use
939643,36.0,1.0,,,1.0,,,,,,,1.0,Low Use
939644,36.0,1.0,,,1.0,,,,,,,1.0,Low Use
939646,25.0,25.0,,1.0,,,,,,,,,Low Use
939655,,,,1.0,,,,,,,,,Very Low Use
939662,,,,,,1.0,,,,1.0,,,Very Low Use
939672,,,,,,,,,,1.0,,,Very Low Use
939674,,,,,,,,,,1.0,,,Very Low Use
939687,,,,,,1.0,,,,,,,Very Low Use
939700,206.0,1.0,,,2.0,,1.0,,,,1.0,3.0,High Use
939710,,,,,1.0,,,,,,,1.0,Very Low Use
939742,,,,,,1.0,,,,,,1.0,Very Low Use
939743,5.0,1.0,,,1.0,,,,,,,1.0,Very Low Use
939782,,,,,1.0,,,,,,,,Very Low Use
939784,,,,,,,1.0,,,,,1.0,Very Low Use
939791,118.0,2.0,,1.0,1.0,,,,,,,1.0,Medium Use
939801,,,,,,,1.0,,,,,,Very Low Use
939808,,,,,,,1.0,,,,,,Very Low Use
939815,,,,,1.0,,,,,,,,Very Low Use
939819,9.0,3.0,,,,,2.0,,,,,2.0,Very Low Use
939879,6.0,6.0,,,,,,,,,,,Very Low Use
939880,4.0,2.0,,,1.0,,1.0,,,,,2.0,Very Low Use
939885,,,,,,,,,,,,1.0,Very Low Use
939886,,,,,,,,,,,,1.0,Very Low Use
939888,8.0,2.0,,,,,,,,,,,Very Low Use
939894,,,,,,1.0,,,,,,,Very Low Use
939895,,,,,,1.0,,,,,,,Very Low Use
939896,,,,,,1.0,,,,,,,Very Low Use
939901,5.0,1.0,,,,,,,,,,1.0,Very Low Use
939932,28.0,4.0,,,,,,,,,,1.0,Low Use
939959,,,,,,,,,,,,2.0,Very Low Use
939962,16.0,3.0,,1.0,,1.0,,,,,,1.0,Very Low Use
940045,,,,,,,1.0,,,,,,Very Low Use
940050,10.0,10.0,,1.0,1.0,,,,,,,1.0,Very Low Use
940062,,,,,,,1.0,,,,1.0,,Very Low Use
940063,,,,,,,,,,,1.0,,Very Low Use
940064,,,,,,,,,,,1.0,,Very Low Use
940065,,,,,,,,,,,1.0,,Very Low Use
940066,,,,,,,,,,,1.0,,Very Low Use
940080,,,1.0,,,,,,,,,,Very Low Use
940098,,,,,,,1.0,,,,,,Very Low Use
940106,,,,,,,,,,,,1.0,Very Low Use
940107,,,,,,,,,,,,1.0,Very Low Use
940108,,,,,,,,,,,,1.0,Very Low Use
940116,,,,,,,,,,,,2.0,Very Low Use
940157,,,,,,,,,,,1.0,,Very Low Use
940164,,,,1.0,1.0,,,,,,,,Very Low Use
940165,,,,,,,,,,,,1.0,Very Low Use
940181,,,,,,1.0,,,,,,,Very Low Use
940203,39.0,1.0,,,,,,,,,,,Low Use
940218,1.0,1.0,,,1.0,2.0,1.0,,,,,,Very Low Use
940232,,,,,1.0,,,,,,,,Very Low Use
940260,,,1.0,,,,,,,,,,Very Low Use
940272,24.0,24.0,,,,,,,,,,,Low Use
940289,,,,,,,,,,,1.0,,Very Low Use
940304,,,,,,1.0,,,,,,,Very Low Use
940317,,,,,,,,,,,1.0,,Very Low Use
940343,155.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
940344,155.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
940347,155.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
940348,155.0,1.0,,,1.0,,,,,,1.0,1.0,Medium Use
940376,,,1.0,,,,,,,,,,Very Low Use
940380,,,1.0,,,,,,,,,,Very Low Use
940381,,,1.0,,,,,,,,,,Very Low Use
940382,,,1.0,,,,,,,,,,Very Low Use
940383,,,,,,,1.0,,,,,,Very Low Use
940391,357.0,2.0,,,1.0,,1.0,,,,,,Very High Use
940393,357.0,2.0,,,1.0,,,,,,,,Very High Use
940395,127.0,1.0,,,1.0,,,,,,,,Medium Use
940399,,,,,,,1.0,,,,,1.0,Very Low Use
940491,179.0,1.0,,,1.0,,2.0,,,,1.0,2.0,High Use
940492,179.0,1.0,,,1.0,,1.0,,,,1.0,2.0,High Use
940502,,,,,,,1.0,,,,,,Very Low Use
940503,,,,1.0,,,,,,,,,Very Low Use
940507,,,,,,,,,,,,1.0,Very Low Use
940511,,,,,,,,,,,,1.0,Very Low Use
940521,,,,,1.0,,,,,,,,Very Low Use
940535,,,,,,,,,,,,1.0,Very Low Use
940564,251.0,12.0,,,,2.0,,,,,,2.0,High Use
