"personalid","projecttype_1_bednights","projecttype_1_count","projecttype_2_count","projecttype_3_count","projecttype_4_count","projecttype_6_count","projecttype_7_count","projecttype_8_count","projecttype_10_count","projecttype_12_count","projecttype_13_count","projecttype_14_count"
915526,,,1,,,,,,,,,
915527,,,1,,,,,,,,,
915560,25,25,,,1,1,,,,,,1
915571,,,,1,1,,,,,,,2
915575,,,,1,,,,,,,,1
915576,,,,1,,,,,,,,1
915577,,,,1,,,,,,,,1
915615,1,1,,,,,,,,,,
915626,,,,1,,,,,,,,
915627,,,,1,,,,,,,,
915636,61,2,,,,,,,,,,1
915687,8,1,,,,,,,,,,
915699,,,,,,,1,,,,,1
915728,107,1,1,,,,,,,,,
915735,5,5,,,,,,,,,,
915760,,,,,,,1,,,,,
915771,,,,,1,,,,,,,
915774,,,,,1,,,,,,,
915776,,,,,1,,,,,,,
915822,,,,,,1,,,,,,
915859,155,8,,,,,1,,,,1,1
915860,3,3,,,1,,,,,,,1
915880,22,22,,,,,,,,,,
915892,109,107,,1,1,,,,,,,
915914,96,7,,,,,1,,,,,
915921,,,,1,1,,,,,,,
915929,65,1,,,,,,,,,,1
915956,,,,,2,,,,,,,1
915986,,,,,,,1,,,,,
916013,7,1,,,,,1,,,,,1
916035,1,1,,,1,,,,,,,1
916058,,,,,,,,,,,,2
916060,4,2,,1,,,,,,,,
916072,65,60,,1,2,,,,,,,
916073,,,,,,,,,,,1,1
916092,,,,,,,1,,,,,
916101,63,1,,,,,,,,,,1
916106,,,,,1,,,,,,,1
916167,,,,1,,,,,,,,
916214,,,,,1,,,,,,,
916233,,,,,,1,,,,,,1
916238,,,,,,,1,,,,,
916239,96,3,,,1,1,,,,,,1
916240,,,,,,1,1,,,,,1
916243,15,15,,,,1,1,,,,,1
916244,,,,,1,,1,,,,,1
916247,9,3,,,1,,,,,,,2
916298,,,,,1,,,,,,,
916315,87,1,,,,,,,,,,1
916316,87,1,,,,,,,,,,1
916317,87,1,,,,,,,,,,1
916326,,,,,,,2,,,,,
916340,,,,,,1,,,,,,
916367,,,1,1,,2,,,,,,
916370,193,2,,,,,2,,,,,1
916382,,,,,,,,,,,,1
916383,,,,,,,,,,,,1
916387,31,4,1,,,,2,,,,1,
916392,8,3,1,,,,,,,,1,2
916398,,,,,,1,,,,,,1
916410,34,2,,,,,,,,,1,2
916414,24,4,,,,,2,,,,,1
916417,,,,,,,,,,,,1
916419,,,,,,,,,,,,1
916420,,,,,,,,,,,,1
916421,19,1,,,,,1,,,,,1
916425,,,,,1,,,,,,,
916447,31,4,,1,,1,,,,,,
916503,55,1,,,,,,,,,,1
916553,2,1,,,,,1,,,,,1
916587,25,25,,,3,1,1,,,,,2
916594,17,1,,,,1,,,,,,
916619,8,1,,,,,,,,,,1
916632,3,1,,,,,,,,,,
916637,,,,,1,,,,,,,1
916640,,,,,,3,,,,,,
916661,,,,,,,,,,,,1
916662,,,,,,,,,,,,1
916664,77,1,,,,,2,,,,,1
916667,21,1,,,1,,,,,,1,1
916668,21,1,,,1,,,,,,1,1
916684,71,1,,,,,,,,,,1
916720,,,1,,1,,,,,,1,1
916732,17,1,,,,,,,,,,1
916734,,,,,,,1,,,,,1
916745,,,1,,,,,,,,,1
916746,,,1,,,,,,,,,1
916754,,,,,,,,,,,,1
916756,15,15,,,2,,,,,,,1
916760,18,1,,,,,1,,,,,2
916830,,,,,1,,,,,,,1
916833,,,,,,,,,,,1,
916834,244,3,,,1,,,,,,1,3
916835,244,3,,,1,,,,,,1,1
916845,244,3,,,1,,,,,,1,1
916847,244,3,,,1,,,,,,1,2
916848,,,,,,,1,,,,,2
916889,,,,,,,,,,,,1
916890,,,,,,,,,,,,1
916899,83,6,,,,1,1,,,,,1
916906,,,,,,,,,,,1,
916910,,,,1,,,,,,,,
916913,,,,,1,,,,,,,1
916927,,,,,,,1,,,,,1
916938,56,1,,,,,,,,,,2
916961,1,1,,,,,,,,,,1
917001,,,,,1,,,,,,,
917074,,,,,,,,,,,1,
917116,,,,,2,,1,,,,,
917128,49,1,1,,,,1,,,,,1
917135,58,1,,,,,2,,,,,2
917138,,,,,,,1,,,,,
917139,,,,,,,1,,,,,
917140,,,,,,,1,,,,,
917142,,,,,,,1,,,,,
917144,,,,,,,1,,,,,1
917163,,,,,,,,,,,1,1
917175,,,,,,,,,,,,1
917197,,,,,2,,,,,,,1
917209,,,,,,,1,,,,,
917214,,,,,,,,,,,,1
917222,,,,,,,2,,,,,1
917223,,,,,,,,,,,,1
917242,7,7,,,,,,,,,,
917271,66,12,,,1,,1,,,,,2
917300,,,,,,,,,,,,1
917319,,,,1,1,,,,,,,1
917333,97,1,,,1,,,,,,1,2
917337,,,,,1,,,,,,,
917340,,,,,,,,,,,,1
917371,,,,,,,2,,,,,
917390,,,,1,1,,,,,,,1
917405,,,,,1,,,,,,,
917429,96,1,,,,,,,,,,1
917463,,,,1,,,,,,,,1
917473,,,,,,,,,,,,1
917476,,,1,,,,,,,,1,
917492,2,2,,,1,,1,,,,,1
917519,,,,,,,,,,,,1
917520,,,,,,,,,,,,1
917521,,,,,,,,,,,,1
917546,,,,,1,1,,,,,,1
917555,,,,,,,1,,,,,
917559,,,,,,,,,,,,1
917572,80,1,,,1,,,,,,,1
917580,69,1,,,1,,,,,,,2
917595,46,46,,,,1,,,,,,1
917615,,,,,,,,,,,,1
917616,,,,,,1,,,,,1,
917617,,,1,,,,,,,,,1
917645,,,,,1,,,,,,,1
917657,15,1,1,,,,,,,,,
917665,,,,,,,,,,,,1
917700,,,,,,1,,,,,,
917717,25,1,,,,,,,,,,
917737,,,,1,2,,,,,,,1
917758,,,,,,,,,,,,1
917759,,,,,2,,1,,,,,
917760,38,1,,,1,,,,,,1,1
917767,38,1,,,1,,,,,,1,1
917768,38,1,,,1,,,,,,1,1
917769,38,1,,,1,,,,,,1,1
917827,,,,,,,,,,,1,2
917832,,,,,,,,,,,,1
917834,,,,,,,,,,,,1
917851,,,,,1,,,,,,,
917856,1,1,,,,,,,,,,
917865,,,,,,,1,,,,,
917875,26,1,,,,,,,,,1,
917900,40,7,,,3,,,,,,,2
917902,,,,,1,,,1,,,,1
917906,6,1,,,,1,1,,,,,1
917931,83,4,,,,,,,,,2,
917940,,,,,,,2,,,,,
917941,,,,,,,2,,,,,
917942,109,6,,,1,,1,,,,,
917974,105,2,,,,,,,,,,1
917997,,,,,3,1,1,,,,,1
918048,42,1,,,,,,,,,,1
918068,71,23,,,,1,2,,,,,1
918082,48,1,,,1,,1,,,,,2
918083,,,,,,,,,,,,2
918087,,,,1,1,,1,,,,,1
918112,,,,,,,1,,,,1,
918113,,,,,,,,,,,1,
918115,,,,,,,1,,,,1,
918193,,,,,1,,,,,,,1
918200,4,1,,,,,,,,,,
918203,,,,,,,,,,,,1
918218,12,1,,,,,1,,,,,2
918245,,,,1,,,,,,,,
918271,38,1,,,,1,,,,,,1
918274,46,3,,,,,2,,,,,1
918275,64,3,,,,,,,,,,1
918280,84,3,,,,,,,,,,
918307,,,,,1,,,,,,,
918331,,,,,,1,,,,,,
918391,,,,,1,1,,,,,,2
918419,,,,,1,,,,,,,
918427,6,4,,,,,,,,,,1
918436,,,,,,,1,,,,,
918456,,,,,,,1,,,,,1
918459,,,,,1,,,,,,,
918468,19,1,,,,,,,,,,
918494,,,,,,,,,,,1,
918497,147,146,,1,,,,,,,,
918525,,,,,,,,,,,,1
918526,,,,,,,,,,,,1
918537,,,,,1,,,,,,,
918543,,,,,,,,,,,,1
918564,,,,,,,,,,,,1
918584,35,35,,,,,1,,,,,
918586,,,,,,,,,,,,1
918628,,,,,1,,,,,,,
918643,31,2,,,,1,,,,,,1
918705,129,97,,,,,,,,,,
918706,,,,,,,,,,,,1
918735,,,,,,,1,,,,,
918762,,,1,,,,,,,,1,
918763,,,,,,,1,,,,,
918766,,,,,1,,,,,,,
918813,,,,,,,,,,,,1
918815,,,,,,,,,,,,1
918821,33,33,,,,,,,,,,1
918822,,,,,1,,,,,,,1
918824,1,1,,1,,,,,,,,
918862,57,57,,1,,1,1,,,,1,
918885,,,,,1,,,,,,,1
918901,,,,,,,1,,,,,
918918,,,,,1,,,,,,,1
918929,,,,,,,1,,,,,
918930,,,,1,,,,,,,1,
918941,,,,,,,1,,,,,
918958,28,5,,2,1,1,,,,,,1
918983,1,1,,,,,,,,,,
919024,6,6,,,,,2,,,,,
919089,2,1,1,,,,,,,,,1
919110,,,1,,,,,,,,,
919111,,,1,,,,,,,,,
919112,,,1,,,,,,,,,
919138,,,,,,,,,1,,1,
919154,,,,,1,,,,,,,
919188,,,,,,,1,,,,,
919191,,,,,,,,,,,,1
919196,,,,,1,,,,,,,
919198,,,,,12,1,1,,,,,1
919246,205,1,,,1,,,,,,,2
919247,205,1,,,1,,,,,,,2
919259,52,3,,1,,1,,,,,,1
919261,5,5,,,,1,,,,,,
919279,,,1,,,,,,,,,
919280,,,,,,,,,,1,,
919316,,,,,,,1,,,,,
919318,2,1,,,,,,,,,,
919319,162,3,,,,1,1,,,,,2
919320,,,,,,,1,,,,,
919322,,,1,,1,,,,,,,1
919334,2,2,,,,1,,,,,,
919384,3,1,,,,,1,,,,,2
919414,12,3,,1,,1,1,,,,2,1
919421,,,,,,,1,,,,,
919443,,,,,,,1,,,,,
919465,3,1,,,,,,,,,,
919505,,,,,,,1,,,,,
919525,,,,,,,,,,,,1
919601,3,3,,,1,,,,,,,
919608,,,,,,,,,,,,1
919609,,,,,,,,,,,,1
919610,,,,,,,,,,,,1
919611,,,,,,,,,,,,1
919614,,,,,,,,,,,,1
919651,,,1,,,,,,,,1,1
919659,,,,,,,,1,,,,
919852,199,2,,,,,1,,,,,1
919915,,,,,1,,,,,,,
919920,81,4,,,1,,,,,,,4
919922,,,,,1,,,,,,,2
919947,,,1,,,,,,,,,
919958,34,3,,,,,,,,,1,1
920150,,,,,,1,,,,,,
920164,,,,,1,,,,,,,
920262,,,,,1,,,,,,,
920273,,,,1,,,,,,,,
920289,85,2,,,,,1,,,,,2
920302,116,1,,,1,,,,,,1,1
920303,116,1,,,1,,,,,,1,1
920306,2,1,,,,,,,,,,
920307,,,,1,,,,,,,,
920318,,,,,,,1,,,,,
920376,62,1,,,,,,,,,,1
920397,143,2,,,,,,,,,,1
920399,5,2,,,,,,,,,,1
920419,1,1,,,,,,,,,,
920427,,,,,,,1,,,,,
920430,,,,,,,1,,,,,
920431,,,,,,,,,1,,,
920438,,,,,2,,,,,,,1
920441,,,,,1,,,,,,,1
920447,,,,,,,1,,,,,
920453,,,,,,,3,,,,,
920474,7,1,,,1,1,,,,,,2
920476,31,2,,1,1,1,,,,,,1
920479,,,,,1,,,,,,,
920484,,,,,,,,,,,,1
920485,,,,,,,,,,,,1
920486,,,,,,,,,,,,1
920487,,,,,,,,,,,,1
920488,,,,,,,,,,,,1
920496,,,,,,,,,,,,1
920501,,,,,,,,,,,,1
920502,,,,,,,,,,,,1
920504,,,,,,,,,,,,1
920505,122,1,,,,,,,,,,2
920506,122,1,,,,,,,,,,2
920507,122,1,,,,,,,,,,2
920508,122,1,,,,,,,,,,2
920509,,,,,1,,,,,,,
920517,42,2,,,,,,,,,,1
920525,1,1,,,1,,1,,,,,2
920538,,,,,1,,,,,,,1
920543,1,1,,,,,,,,,,
920544,,,,,,,,,,,,1
920547,120,1,1,,,1,1,,,,,
920552,35,1,,,,,1,,,,,2
920562,,,,,,1,,,,,,1
920570,98,1,,,,,1,,,,1,1
920581,,,,,,,,,,,,1
920590,6,5,,,1,1,1,,,,,1
920594,,,,,,,,,,,1,2
920595,,,,,,,,,1,,,
920617,,,,,2,,,,,,,1
920660,,,,,,,1,,,,,
920671,,,,,,,,,,,,1
920688,8,8,,,2,,1,,,,,3
920709,,,,,1,,,,,,,1
920715,144,143,,,3,1,,,,,,1
920739,,,,1,1,,,,,,,
920745,7,1,1,,,,,,,,,
920746,23,3,,,,1,,,,,,
920781,1,1,,,,,,,,,,
920808,,,,,,,2,,,,,
920811,1,1,1,,,,,,,,1,1
920817,1,1,,,,,,,,,,
920852,97,2,,,,,,,,,,1
920871,28,1,,,,,1,,,,,1
920880,,,1,,,,,,,,,1
920884,,,,,,,1,,,,,
920886,,,,,,,,,,,,1
920891,,,,1,,,,,,,,1
920896,18,18,,,,,1,,,,,
920897,60,2,,,,,,,,,1,1
920904,96,2,,,,,,,,,,
920914,150,2,,,1,,1,,,,2,2
920915,185,1,,,,,,,,,,1
920974,,,,,1,,,,,,,
921027,121,1,,,,,,,,,,1
921029,11,1,,,,,,,,,,1
921031,,,,,,,,,,,,2
921045,,,,,,,1,,,,,
921064,,,,,,,,,,,,1
921090,99,1,,,,,,,,,1,1
921099,,,,,,,,,,,1,1
921100,,,,,,,,,,,1,1
921116,,,,1,,,,,,,,
921124,38,1,,,,,,,,,,1
921150,,,,,1,,1,,,,,1
921162,,,,,,,1,,,,,
921168,6,1,,,,,1,,,,,4
921183,,,1,,,,,,,,,
921186,1,1,,1,,,,,,,,
921215,66,1,,,,,,,,,1,2
921216,180,1,,,1,,,,,,1,2
921217,180,1,,,1,,,,,,1,2
921230,51,11,,,,,2,,,,,
921231,51,10,,,,,2,,,,,1
921232,11,11,,,,,3,,,,,
921245,,,,1,,,1,,,,,
921251,,,,,1,,,,,,,1
921317,,,,3,,,,,,,,
921319,,,,,,,1,,,,,4
921352,5,5,,,,1,,,,,,
921360,1,1,,,3,,,,,,,1
921388,,,,,,,1,,,,,1
921404,,,,,,,1,,,,,2
921428,,,,,,,,,,,,1
921476,220,2,,,,2,,,,,1,1
921525,,,,1,,,1,,,,,1
921572,1,1,,,1,,,,,,,1
921576,7,6,,,,1,4,,,,,1
921579,86,8,,1,,,,,,,,
921611,204,9,,,1,1,1,,,,1,
921633,165,1,,,1,,,,,,1,2
921634,165,1,,,1,,,,,,1,2
921635,,,,,1,,,,,,1,
921636,165,1,,,1,,,,,,1,2
921637,165,1,,,1,,,,,,1,2
921638,165,1,,,1,,,,,,1,2
921645,,,,,,,,,,,,1
921651,,,,,,,,,,,,1
921652,,,,,,,,,,,,1
921653,,,,,,,,,,,,1
921656,122,14,,,1,1,1,,,,,3
921676,,,,,1,,,,,,,
921684,,,,,,,,,,,,1
921697,,,1,,,,,,,,,
921719,,,,,,,1,,,,,
921758,29,29,,,,1,,,,,,
921764,5,2,,,,,,,,,,1
921796,,,1,,,,,,,,,
921810,,,,,,,,,,,,1
921811,,,,,,,,,,,,1
921812,,,,,,,,,,,,1
921813,,,,,,,,,,,,1
921814,,,,,,,,,,,,1
921815,,,,,,,,,,,,1
921825,,,,,,,,,,,,1
921844,,,,1,,,,,,,,
921857,,,,,,,,,,1,,
921862,,,,,,,1,,,,,1
921875,2,2,,,,,,,,,,
921888,,,,,,,,,,,,1
921960,13,1,,,,,2,,,,,1
922000,,,,,,,,,,,,1
922008,,,,,2,,,,,,,1
922011,44,2,,,,,,,,,,
922019,,,,,,,,,,,,1
922029,61,4,,,,,,,,,,
922076,3,1,,,,,1,,,,,1
922077,,,2,,,,,,,,,
922123,,,,,1,,,,,,,
922153,9,9,,,1,1,,,,,,
922154,,,,,3,,,,,,,
922171,,,,,1,,,,,,,
922173,,,,1,,,,,,,,
922174,,,,1,,,,,,,,
922175,,,,1,,,,,,,,
922176,,,,1,,,,,,,,
922177,,,,1,,,,,,,,
922222,97,1,,,,,,,,,1,2
922223,97,1,,,,,,,,,1,2
922224,97,1,,,,,,,,,1,2
922259,,,,,,,1,,,,,
922290,,,,1,1,,,,,,,
922300,23,1,,,2,1,1,,,,,1
922350,,,1,,,,,,,,,
922355,,,,,,,1,,,,,
922357,,,,,,,1,,,,,
922364,,,,,,1,,,,,,1
922365,,,,,,,,,,,,1
922380,,,,,,,,,,,,1
922387,39,4,,1,,,,,,,,1
922396,,,,,1,,,,,,,
922444,27,1,,,,,,,,,2,
922445,27,1,,,,,,,,,2,
922446,27,1,,,,,,,,,2,
922587,,,,,,,,,,,,1
922651,,,,1,,,,,,,,
922709,19,1,,,2,,1,,,,,
922715,,,,,,,1,,,,,
922725,,,,,,,1,,,,,
922729,,,,,,,1,,,,,
922749,,,,,,,,,,,,1
922752,,,,,,,,,,,,1
922753,,,,,,,,,,,,1
922766,,,,,,,,,,,,1
922788,11,11,,,,,,,,,,1
922789,,,,,1,,,,,,,1
922790,,,,,1,,,,,,,1
922819,,,,,,,,,,,,1
922836,7,1,,,,1,,,,,1,
922838,,,,,,,,,,,1,
922905,,,,1,,,,,,,,
922976,,,,,,,1,,,,,
922988,266,2,,,1,,,,,,,2
922992,67,2,,,,,2,,,,,1
923004,7,1,,1,1,,,,,,1,1
923005,94,10,,,1,,1,,,,1,5
923006,7,1,,1,1,,,,,,1,1
923038,,,,,,,1,,,,,
923051,,,,2,,,,,,,,
923052,,,,2,,,,,,,,
923053,,,,2,,,,,,,,
923054,,,,2,,,,,,,,
923100,,,,,1,,,,,,,
923144,,,,,1,,,,,,,
923145,,,,,2,,,,,,,1
923166,,,,,,,1,,,,,
923171,28,12,,,,1,4,,,,,2
923184,,,,,,,,1,,,,1
923196,23,3,,,,,2,,,,,1
923207,1,1,,,,,,,,,,
923221,,,,,1,,,,,,,
923238,,,,,,,,,,,,2
923239,,,,,,,,,,,,1
923240,,,,,,,,,,,,2
923248,90,2,,,,,1,,,,,
923249,,,,,,,,,,,,1
923250,,,,,,,,,,,,1
923275,,,,,,,,,,,,1
923278,112,1,,1,,,,,,,,
923286,100,3,,,,,,,,,,1
923288,,,,,1,,,,,,,
923290,,,,,1,,,,,,,1
923292,,,,,,,,,1,,,
923324,,,,,2,1,1,,,,,1
923325,1,1,,,,,,,,,1,
923332,,,,,,,1,,,,,
923355,,,1,,,,1,,,,,
923389,43,42,,,,,,,,,,
923437,73,71,,,,,,,,,1,
923497,26,10,,,1,,,,,,,1
923508,,,,,1,,,,,,,
923524,120,2,,,1,,,,,,1,3
923525,120,2,,,1,,,,,,1,3
923526,,,,,,,,,,,,1
923528,,,,,,,,,,,,1
923529,,,,,,,,,,,,1
923530,,,,,,,,,,,,1
923531,,,,,,,,,,,,1
923532,12,1,,,,,,,,,,
923588,,,,,,,,,,,1,1
923591,67,1,,,,,1,,,,,
923596,,,,,,,,,,1,,
923652,188,1,,,1,,2,,,,1,2
923689,48,1,,,1,,1,,,,,3
923691,48,1,,,1,,1,,,,,3
923693,48,1,,,1,,1,,,,,3
923738,1,1,,,,,,,,,,1
923739,21,1,,,,,,,,,1,1
923742,3,1,,,,,,,,,,
923754,,,,,,,1,,,,,2
923758,,,,,1,,,,,,,
923786,,,1,,,,,,,,,1
923827,116,1,,,1,,,,,,1,1
923840,,,,,1,,,,,,,1
923857,3,2,,,1,,1,,,,,1
923988,,,1,,,,,,,,,
923995,,,,1,,,1,,,,,
924024,209,5,,,,1,1,,,,,1
924029,70,2,1,,1,,2,,,,,1
924048,,,,1,1,,,,,,,2
924084,,,,1,,,,,,,,
924117,,,,,1,,,,,,,
924119,88,1,1,,1,1,,,,,,
924120,88,1,1,,1,1,,,,,,
924121,88,1,1,,1,1,,,,,,
924219,6,1,,,,,,,,,,
924224,,,,,,,,,,,,1
924235,,,,,,1,1,,,,,1
924238,22,2,,,,,,,,,,2
924241,,,,,,,1,,,,,
924243,,,,,,,,,,,,1
924245,,,,,,,,,,,,1
924250,,,,,,,,,,,,1
924260,,,,,1,,1,,,,,1
924263,,,,,,,1,,,,,
924283,44,1,,,,,,,,,1,2
924284,45,2,,,,,,,,,1,2
924285,44,1,,,,,,,,,1,2
924300,,,,,2,,,,,,,1
924304,2,2,,,1,,,,,,,
924341,5,4,,1,,,1,,,,,1
924380,,,,,,,,,,,1,
924381,,,,,,,1,,,,,
924390,,,,1,,,,,,,,
924404,,,,,1,,,,,,,
924405,7,1,,,1,,1,,,,1,1
924406,7,1,,,1,,,,,,1,1
924407,7,1,,,1,,,,,,1,1
924415,1,1,,,,,,,,,,1
924416,55,10,,,,1,,,,,,
924417,,,,,1,,,,,,,
924429,1,1,,,,,,,,,,1
924486,,,,,,,1,,,,,
924505,,,,1,,,,,,,,
924524,,,,,,,,,,,,1
924525,,,,,,,,,,,,1
924527,,,,,,,,,,,,1
924528,,,,,,,,,,,,1
924529,,,,,,,,,,,,1
924559,83,2,,,,,,,,,,1
924565,,,,,,,,,,,,1
924601,,,,,,,1,,,,,
924617,1,1,,,,,,,,,,1
924620,92,2,,,,,,,,,,1
924639,,,,,,,2,,,,,
924662,16,2,,,,,1,,,,,
924666,1,1,,,,,,,,,,1
924668,9,1,,,,,,,,,,
924696,196,174,,,,,,,,,1,1
924723,10,2,,,,,1,,,,,1
924748,,,1,,1,,2,,,,,1
924757,,,,,,,1,,,,,
924765,35,1,,,,,,,,,,
924780,,,1,,,,1,,,,1,1
924781,15,2,,,1,,,,,,,1
924782,,,1,,,,2,,,,1,1
924784,54,1,1,,,,,,,,,
924831,35,1,,,,,,,,,,
924832,35,1,,,,,,,,,,
924833,35,1,,,,,,,,,,
924834,35,1,,,,,,,,,,
924836,35,1,,,,,,,,,,
924837,35,1,,,,,,,,,,
924855,,,,,,,,,,,,1
924877,,,,,1,,,,,,,
924902,,,,,,,,,,,,1
924918,,,,,1,,,,,,,3
924943,,,,,,,2,,,,,
924949,43,2,,,,,1,,,,,1
924955,,,,,1,,,,,,,1
924973,44,28,,,,,2,,,,,1
924975,,,,,1,,,,,,,
925019,,,,,,,1,,,,,
925035,,,,,,,,,,,1,
925037,21,1,,,,,,,,,,1
925052,28,1,,,,,1,,,,,
925053,,,,,1,,,,,,,1
925073,,,,,,1,,,,,1,
925082,,,,,1,,,,,,,
925087,,,,,1,,,,,,1,1
925089,,,,,,,,,,,,1
925095,,,,1,,,,,,,,
925096,,,,1,,,,,,,,
925097,,,,1,,,,,,,,
925098,,,,1,,,,,,,,
925109,4,2,,,,,,,,,,1
925111,1,1,,,1,,,,,,1,1
925116,93,3,,,1,1,,,,,,1
925126,,,,,,,,,,,1,1
925139,1,1,,,,,,,,,,
925158,,,,,1,,,,,,1,1
925159,,,,,1,,,,,,1,1
925213,8,1,,,1,1,,,,,1,2
925214,,,,,,1,,,,,1,
925215,8,1,,,1,1,,,,,1,2
925216,8,1,,,1,1,,,,,1,2
925228,28,1,,,,,,,,,,1
925259,6,3,,,,,,,,,,2
925263,,,,,,,,,,,,1
925275,,,,,,,,,,,,1
925276,,,,,,,,,,,,1
925277,,,,,,,,,,,,1
925338,,,,,4,,1,,,,,
925341,,,,,,,,,,,,2
925350,,,,,1,,,,,,,
925378,,,,,,,,,,,,2
925379,,,,,1,,,,,,,2
925380,,,,,,,,,,,,2
925424,,,,,,,,,,,,1
925451,,,,,,,,,,,,1
925459,,,,,,,,,,,1,1
925460,,,,,,,,,,,,1
925478,26,26,,1,1,,,,,,,
925494,135,2,,,1,,1,,,,,3
925519,1,1,,,1,,,,,,,1
925541,113,4,,,,,,,,,,2
925570,,,,,,,2,,,,,
925573,93,1,1,,,,,,,,,1
925576,167,2,,,,,,,,,,2
925597,,,1,,,,,,,,,1
925602,135,2,,,,,1,,,,,2
925647,123,1,,,,,1,,,,1,1
925649,123,1,,,,,1,,,,1,1
925686,,,,,,,1,,,,,1
925696,115,47,,,2,1,2,,,,2,1
925748,,,,,1,,,,,,,2
925750,7,1,,,,,1,,,,,1
925762,,,,,,,,,,,,1
925763,,,,,,,,,,,,1
925764,,,,,,,,,,,,1
925765,,,,,,,,,,,,1
925783,,,,,1,,1,,,,,
925799,,,,,,,1,,,,,
925820,,,,,,,,,,,,1
925871,51,1,,,,,2,,,,,2
925879,5,1,,,,,,,,,,1
925880,42,2,,,1,,1,,,,,1
925883,73,6,,,,,,,,,,2
925906,,,,1,,,,,,,,
925936,133,1,,,,,,,,,,1
925965,2,1,,,,,,,,,,
925966,5,3,,,,,,,,,,
925968,1,1,,,1,,,,,,,
925994,2,1,,,,,,,,,,
925997,31,4,,,,,,,,,,
926030,,,,,,,,,,,,1
926063,,,,1,,,,,,,,1
926081,49,9,,1,2,1,3,,,,,1
926100,5,1,,,,,,,,,,1
926109,,,,1,1,,,,,,,1
926115,6,5,,,1,,6,,,,,1
926121,,,,,,1,,,,,,
926123,68,2,,,,,,,,,,1
926124,8,1,,,,,,,,,,
926132,,,,,,,,,,,,1
926137,,,,,,,,,,,,1
926150,,,1,,,,,,,,,
926196,,,,,,,,,1,,,
926224,150,1,,,,,,,,,1,2
926225,150,1,,,,,,,,,1,2
926228,119,1,,,,,,,,,1,1
926229,,,,,,,,,,,,1
926238,17,17,,,,,2,,,,,1
926243,105,1,,,,,,,,,,1
926261,,,1,,,,,,,,1,1
926264,,,,,,,1,,,,1,
926265,,,,,,,1,,,,1,
926266,,,,,,,1,,,,1,
926281,,,1,,,,,,,,1,1
926282,1,1,,,,,1,,,,,1
926295,,,,,,,,,,,,1
926296,,,,,,,,,,,,2
926297,,,,,,,,,,,,1
926298,,,,,,,,,,,,2
926312,29,7,,,,,,,,,,
926314,,,,,,,1,,,,1,
926318,,,,,1,,,,,,,
926334,92,1,,,,,,,,,,1
926375,,,,,,,,,,,1,
926376,,,,,,,,,,,1,
926389,,,,,,,1,,,,,
926402,115,1,,,,,1,,,,,
926416,1,1,,,,1,,,,,,1
926420,122,1,,,2,,,,,,,1
926421,122,1,,,1,,,,,,,1
926422,122,1,,,1,,,,,,,1
926423,122,1,,,1,,,,,,,1
926491,6,1,,,1,,,,,,,2
926507,4,1,,,,,,,,,,1
926518,,,,,,,,,,,1,
926523,33,1,,,,,,,,,,1
926530,,,,,,,,,,,,1
926571,,,,,1,,2,,,,,2
926572,145,1,,,1,,,,,,,3
926576,,,,,,,,,,,1,1
926577,,,,,,,1,,,,,
926583,,,,,,,,,,,,1
926584,,,,,1,,,,,,,1
926590,87,1,,,1,,,,,,,1
926594,,,,,,,1,,,,,
926609,44,2,,,,,1,,,,,2
926616,,,,,,,1,,,,1,
926630,,,,,,,,,,,,1
926635,3,3,,,,,,,,,,
926683,,,,,,,,,,,,1
926685,,,,,,,,,,,,1
926742,,,,,1,,,,,,,
926778,120,1,,1,,,,,,,,1
926790,,,,,,,,,,,1,
926792,120,1,,1,,,1,,,,,
926794,120,1,,1,,,,,,,,1
926795,120,1,,1,,,,,,,,1
926802,65,4,,,,,2,,,,,1
926831,,,,1,1,,,,,,,1
926832,,,,,1,,1,,,,,1
926855,,,,,,,,,,,,1
926891,,,,,,,,,,,,1
926918,,,,,,,1,,,,,1
926922,141,20,,,,2,1,,,,,2
926934,,,,,,,1,,,,,1
926935,,,,,,,,,,,,1
926944,,,,,1,,,,,,,1
926947,,,,,,,1,,,,,1
926948,97,1,,,,,,,,,,
926998,,,,,,,2,,,,,1
926999,,,,,,,,,,,,1
927020,,,,,1,,,,,,,1
927025,261,11,,,,2,,,,,,1
927054,,,,,1,,,,,,,1
927093,24,5,1,,,,,,,,,1
927109,,,,,1,,,,,,,
927119,,,,,,,,,,,,1
927120,134,7,,,,,,,,,,2
927143,,,,,,,1,,,,,
927172,218,2,,,1,,1,,,,1,1
927175,218,2,,,1,,1,,,,2,1
927176,218,2,,,1,,,,,,2,1
927177,218,2,,,1,,,,,,2,1
927178,218,2,,,1,,,,,,2,1
927179,218,2,,,1,,,,,,2,1
927180,218,2,,,1,,,,,,2,1
927210,,,,,,,,,,,,1
927211,,,,,,,,,,,,1
927212,,,,,,,,,,,,1
927213,,,,,,,,,,,,1
927218,3,2,,,,,,,,,,
927239,,,,,,,2,,,,,1
927272,87,1,,,1,,,,,,,1
927312,6,6,,,,,,,,,,
927327,31,14,,2,,2,,,,,,1
927329,52,3,,,,,3,,,,,
927346,,,1,,,,,,,,,
927365,55,1,,,1,,,,,,,1
927367,55,1,,,1,,,,,,,1
927368,55,1,,,1,,,,,,,1
927369,55,1,,,1,,,,,,,1
